約定日,受渡日,銘柄コード,銘柄名,市場名称,口座区分,取引区分,売買区分,信用区分,弁済期限,数量［株］,単価［円］,手数料［円］,税金等［円］,諸費用［円］,税区分,受渡金額［円］,建約定日,建単価［円］,建手数料［円］,建手数料消費税［円］,金利（支払）〔円〕,金利（受取）〔円〕,逆日歩／特別空売り料（支払）〔円〕,逆日歩（受取）〔円〕,貸株料,事務管理費〔円〕（税抜）,名義書換料〔円〕（税抜）
"2019/10/28","2019/10/30","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","4,110.0","233","23","171","源徴なし","-11,812","2019/10/21","4,055.0","350","35","0","0","0","0","171","0","0"
"2019/10/28","2019/10/30","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","300","4,110.0","350","35","188","源徴なし","6,542","2019/10/25","4,085.0","350","35","188","0","0","0","0","0","0"
"2019/10/29","2019/10/31","2406","アルテサロンＨＬＤＧＳ","東証","特定","信用返済","売埋","制度","6ヶ月","400","579.0","180","18","140","源徴なし","1,464","2019/10/21","574.0","180","18","140","0","0","0","0","0","0"
"2019/10/29","2019/10/31","4004","昭和電工","東証","特定","信用返済","売埋","制度","6ヶ月","200","3,080.0","350","35","185","源徴なし","10,045","2019/10/24","3,025.0","350","35","185","0","0","0","0","0","0"
"2019/10/29","2019/10/31","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","4,140.0","140","14","170","源徴なし","-18,582","2019/10/23","4,050.0","234","24","0","0","0","0","170","0","0"
"2019/10/29","2019/10/31","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","300","4,140.0","210","21","144","源徴なし","-42,760","2019/10/24","4,000.0","350","35","0","0","0","0","144","0","0"
"2019/10/29","2019/10/31","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","500","4,140.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/10/30","2019/11/1","2327","日鉄ソリューションズ","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,635.0","180","18","31","源徴なし","-15,427","2019/10/28","3,485.0","180","18","0","0","0","0","31","0","0"
"2019/10/30","2019/11/1","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","4,025.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/10/30","2019/11/1","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","200","7,840.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/10/31","2019/11/5","3861","王子ホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","500","565.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/1","2019/11/6","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","3,510.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/5","2019/11/7","3861","王子ホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","500","602.0","180","18","25","源徴なし","-18,921","2019/10/31","565.0","180","18","0","0","0","0","25","0","0"
"2019/11/7","2019/11/11","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,685.0","116","11","63","源徴なし","-17,888","2019/11/1","3,510.0","180","18","0","0","0","0","63","0","0"
"2019/11/7","2019/11/11","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,685.0","234","24","266","源徴なし","67,091","2019/10/30","4,025.0","350","35","0","0","0","0","266","0","0"
"2019/11/7","2019/11/11","4755","楽天","東証","特定","信用新規","買建","制度","6ヶ月","200","1,066.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/7","2019/11/11","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","200","7,530.0","350","35","759","源徴なし","60,471","2019/10/30","7,840.0","350","35","0","0","240","0","519","0","0"
"2019/11/8","2019/11/12","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,785.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/8","2019/11/12","4755","楽天","東証","特定","信用新規","売建","制度","6ヶ月","100","1,018.0","135","13","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/11","2019/11/13","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","200","3,620.0","350","35","889","源徴なし","-105,428","2019/10/29","4,140.0","140","14","889","0","0","0","0","0","0"
"2019/11/11","2019/11/13","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,620.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/11","2019/11/13","4755","楽天","東証","特定","信用返済","売埋","制度","6ヶ月","200","996.0","135","13","49","源徴なし","-14,395","2019/11/7","1,066.0","180","18","49","0","0","0","0","0","0"
"2019/11/11","2019/11/13","4755","楽天","東証","特定","信用新規","売建","制度","6ヶ月","300","996.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/12","2019/11/14","4755","楽天","東証","特定","信用新規","売建","制度","6ヶ月","300","978.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/13","2019/11/15","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,565.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/14","2019/11/18","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","100","7,340.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/18","2019/11/20","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,560.0","350","35","128","源徴なし","102","2019/11/13","3,565.0","350","35","0","0","0","0","128","0","0"
"2019/11/18","2019/11/20","4755","楽天","東証","特定","信用返済","買埋","制度","6ヶ月","100","945.0","50","5","27","源徴なし","7,070","2019/11/8","1,018.0","135","13","0","0","0","0","27","0","0"
"2019/11/18","2019/11/20","4755","楽天","東証","特定","信用返済","買埋","制度","6ヶ月","300","945.0","150","15","61","源徴なし","9,476","2019/11/12","978.0","180","18","0","0","0","0","61","0","0"
"2019/11/18","2019/11/20","4755","楽天","東証","特定","信用返済","買埋","制度","6ヶ月","300","945.0","150","15","72","源徴なし","14,865","2019/11/11","996.0","180","18","0","0","0","0","72","0","0"
"2019/11/18","2019/11/20","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","100","7,630.0","350","35","81","源徴なし","-29,851","2019/11/14","7,340.0","350","35","0","0","15","0","66","0","0"
"2019/11/18","2019/11/20","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用新規","買建","制度","6ヶ月","100","7,630.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/19","2019/11/21","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","300","3,405.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/20","2019/11/22","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用返済","売埋","制度","6ヶ月","100","7,370.0","350","35","160","源徴なし","-26,930","2019/11/18","7,630.0","350","35","175","0","0","15","0","0","0"
"2019/11/21","2019/11/25","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","100","7,100.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/22","2019/11/26","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,515.0","100","10","305","源徴なし","20,200","2019/11/11","3,620.0","350","35","0","0","0","0","305","0","0"
"2019/11/22","2019/11/26","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","300","3,515.0","150","15","184","源徴なし","-33,734","2019/11/19","3,405.0","350","35","0","0","0","0","184","0","0"
"2019/11/22","2019/11/26","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,515.0","100","10","342","源徴なし","53,163","2019/11/8","3,785.0","350","35","0","0","0","0","342","0","0"
"2019/11/22","2019/11/26","4755","楽天","東証","特定","信用新規","売建","制度","6ヶ月","1,000","943.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/22","2019/11/26","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","100","7,030.0","350","35","42","源徴なし","6,188","2019/11/21","7,100.0","350","35","0","0","0","0","42","0","0"
"2019/11/25","2019/11/27","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","200","3,615.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/25","2019/11/27","4755","楽天","東証","特定","信用新規","売建","制度","6ヶ月","500","935.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/26","2019/11/28","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","300","3,695.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/27","2019/11/29","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","200","3,730.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/27","2019/11/29","4755","楽天","東証","特定","信用返済","買埋","制度","6ヶ月","500","935.0","117","12","42","源徴なし","-369","2019/11/25","935.0","180","18","0","0","0","0","42","0","0"
"2019/11/27","2019/11/29","4755","楽天","東証","特定","信用返済","買埋","制度","6ヶ月","1,000","935.0","233","23","113","源徴なし","7,246","2019/11/22","943.0","350","35","0","0","0","0","113","0","0"
"2019/11/28","2019/12/2","2327","日鉄ソリューションズ","東証","特定","信用新規","売建","制度","6ヶ月","200","3,810.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/28","2019/12/2","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","200","3,785.0","100","10","228","源徴なし","10,277","2019/11/27","3,730.0","350","35","228","0","0","0","0","0","0"
"2019/11/28","2019/12/2","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","300","3,785.0","150","15","425","源徴なし","26,025","2019/11/26","3,695.0","350","35","425","0","0","0","0","0","0"
"2019/11/28","2019/12/2","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","200","3,785.0","100","10","332","源徴なし","33,173","2019/11/25","3,615.0","350","35","332","0","0","0","0","0","0"
"2019/11/29","2019/12/3","1801","大成建設","東証","特定","信用新規","買建","制度","6ヶ月","100","4,295.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/29","2019/12/3","2327","日鉄ソリューションズ","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,790.0","350","35","45","源徴なし","3,185","2019/11/28","3,810.0","350","35","0","0","0","0","45","0","0"
"2019/11/29","2019/12/3","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用新規","売建","制度","6ヶ月","200","3,080.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/11/29","2019/12/3","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","3,780.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/2","2019/12/4","1801","大成建設","東証","特定","信用新規","買建","制度","6ヶ月","200","4,345.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/2","2019/12/4","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","200","3,830.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/3","2019/12/5","1801","大成建設","東証","特定","信用返済","売埋","制度","6ヶ月","100","4,290.0","180","18","98","源徴なし","-994","2019/11/29","4,295.0","180","18","98","0","0","0","0","0","0"
"2019/12/3","2019/12/5","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,175.0","350","35","95","源徴なし","-19,865","2019/11/29","3,080.0","350","35","0","0","40","0","55","0","0"
"2019/12/3","2019/12/5","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","200","3,740.0","140","14","117","源徴なし","-18,656","2019/12/2","3,830.0","350","35","117","0","0","0","0","0","0"
"2019/12/3","2019/12/5","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","300","3,740.0","210","31","3,529","源徴なし","-124,001","2019/10/29","4,140.0","210","21","3,429","0","0","0","0","100","0"
"2019/12/3","2019/12/5","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,740.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/4","2019/12/6","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,770.0","116","11","45","源徴なし","630","2019/11/29","3,780.0","180","18","0","0","0","0","45","0","0"
"2019/12/4","2019/12/6","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,770.0","234","24","45","源徴なし","-6,688","2019/12/3","3,740.0","350","35","0","0","0","0","45","0","0"
"2019/12/4","2019/12/6","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","200","7,400.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/5","2019/12/9","1801","大成建設","東証","特定","信用新規","買建","制度","6ヶ月","200","4,460.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/6","2019/12/10","1801","大成建設","東証","特定","信用返済","売埋","制度","6ヶ月","200","4,565.0","175","18","136","源徴なし","20,286","2019/12/5","4,460.0","350","35","136","0","0","0","0","0","0"
"2019/12/6","2019/12/10","1801","大成建設","東証","特定","信用返済","売埋","制度","6ヶ月","200","4,565.0","175","17","466","源徴なし","42,957","2019/12/2","4,345.0","350","35","466","0","0","0","0","0","0"
"2019/12/6","2019/12/10","7735","ＳＣＲＥＥＮホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","200","7,490.0","350","35","253","源徴なし","-19,023","2019/12/4","7,400.0","350","35","0","0","30","0","223","0","0"
"2019/12/10","2019/12/12","2406","アルテサロンＨＬＤＧＳ","東証","特定","現物","買付","-","-","1,000","622.0","487","48","0","-","622,535","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/10","2019/12/12","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,745.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/11","2019/12/13","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用新規","売建","制度","6ヶ月","200","2,925.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/11","2019/12/13","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,735.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/12","2019/12/16","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用新規","売建","制度","6ヶ月","300","2,857.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/12","2019/12/16","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,800.0","180","18","45","源徴なし","-6,935","2019/12/11","3,735.0","175","17","0","0","0","0","45","0","0"
"2019/12/12","2019/12/16","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","100","3,800.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/13","2019/12/17","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用新規","売建","制度","6ヶ月","300","2,823.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/13","2019/12/17","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","100","3,870.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/17","2019/12/19","1801","大成建設","東証","特定","信用新規","売建","制度","6ヶ月","200","4,525.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/17","2019/12/19","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用返済","買埋","制度","6ヶ月","300","2,837.0","132","14","76","源徴なし","-4,807","2019/12/13","2,823.0","350","35","0","0","0","0","76","0","0"
"2019/12/17","2019/12/19","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用返済","買埋","制度","6ヶ月","300","2,837.0","131","13","103","源徴なし","5,368","2019/12/12","2,857.0","350","35","0","0","0","0","103","0","0"
"2019/12/17","2019/12/19","3064","ＭｏｎｏｔａＲＯ","東証","特定","信用返済","買埋","制度","6ヶ月","200","2,837.0","87","8","123","源徴なし","16,997","2019/12/11","2,925.0","350","35","0","0","0","0","123","0","0"
"2019/12/18","2019/12/20","1801","大成建設","東証","特定","信用新規","売建","制度","6ヶ月","300","4,510.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/18","2019/12/20","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","3,815.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/19","2019/12/23","1801","大成建設","東証","特定","信用返済","買埋","制度","6ヶ月","200","4,460.0","140","14","136","源徴なし","12,325","2019/12/17","4,525.0","350","35","0","0","0","0","136","0","0"
"2019/12/19","2019/12/23","1801","大成建設","東証","特定","信用返済","買埋","制度","6ヶ月","300","4,460.0","210","21","163","源徴なし","14,221","2019/12/18","4,510.0","350","35","0","0","0","0","163","0","0"
"2019/12/19","2019/12/23","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,820.0","180","18","45","源徴なし","-941","2019/12/18","3,815.0","180","18","0","0","0","0","45","0","0"
"2019/12/19","2019/12/23","5541","大平洋金属","東証","特定","信用新規","売建","制度","6ヶ月","200","2,549.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/20","2019/12/24","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","100","3,840.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/20","2019/12/24","5541","大平洋金属","東証","特定","信用返済","買埋","制度","6ヶ月","200","2,599.0","350","35","30","源徴なし","-10,800","2019/12/19","2,549.0","350","35","0","0","0","0","30","0","0"
"2019/12/20","2019/12/24","5541","大平洋金属","東証","特定","信用新規","買建","制度","6ヶ月","200","2,599.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/23","2019/12/25","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","3,785.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/23","2019/12/25","5541","大平洋金属","東証","特定","信用返済","売埋","制度","6ヶ月","200","2,579.0","350","35","79","源徴なし","-4,849","2019/12/20","2,599.0","350","35","79","0","0","0","0","0","0"
"2019/12/24","2019/12/26","8630","ＳＯＭＰＯホールディングス","東証","特定","信用新規","売建","制度","6ヶ月","400","4,314.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/25","2019/12/27","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","100","3,745.0","116","11","349","源徴なし","-6,174","2019/12/12","3,800.0","180","18","349","0","0","0","0","0","0"
"2019/12/25","2019/12/27","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","100","3,745.0","117","12","117","源徴なし","-9,944","2019/12/20","3,840.0","180","18","117","0","0","0","0","0","0"
"2019/12/25","2019/12/27","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","100","3,745.0","117","12","326","源徴なし","-13,153","2019/12/13","3,870.0","180","18","326","0","0","0","0","0","0"
"2019/12/25","2019/12/27","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","400","3,745.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2019/12/25","2019/12/27","8630","ＳＯＭＰＯホールディングス","東証","特定","信用返済","買埋","制度","6ヶ月","400","4,310.0","350","35","104","源徴なし","726","2019/12/24","4,314.0","350","35","0","0","0","0","104","0","0"
"2019/12/27","2020/1/6","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","400","3,830.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/7","2020/1/9","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,710.0","175","17","315","源徴なし","1,800","2019/12/11","3,735.0","175","18","0","0","0","0","315","0","0"
"2020/1/7","2020/1/9","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,710.0","175","18","182","源徴なし","6,927","2019/12/23","3,785.0","180","18","0","0","0","0","182","0","0"
"2020/1/9","2020/1/14","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,945.0","180","18","383","源徴なし","-20,773","2019/12/10","3,745.0","175","17","0","0","0","0","383","0","0"
"2020/1/9","2020/1/14","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","100","3,945.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/10","2020/1/15","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","100","3,910.0","180","18","293","源徴なし","7,414","2019/12/27","3,830.0","87","8","293","0","0","0","0","0","0"
"2020/1/10","2020/1/15","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","3,910.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/14","2020/1/16","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,935.0","180","18","23","源徴なし","-2,919","2020/1/10","3,910.0","180","18","0","0","0","0","23","0","0"
"2020/1/15","2020/1/17","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,890.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/16","2020/1/20","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","3,770.0","350","35","93","源徴なし","23,137","2020/1/15","3,890.0","350","35","0","0","0","0","93","0","0"
"2020/1/17","2020/1/21","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","300","3,675.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/20","2020/1/22","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,800.0","175","18","304","源徴なし","-6,092","2019/12/25","3,745.0","87","8","0","0","0","0","304","0","0"
"2020/1/20","2020/1/22","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","100","3,800.0","175","27","574","源徴なし","-6,469","2019/12/10","3,745.0","175","18","0","0","0","0","474","100","0"
"2020/1/21","2020/1/23","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","300","3,840.0","175","18","948","源徴なし","-29,931","2019/12/25","3,745.0","263","27","0","0","0","0","948","0","0"
"2020/1/21","2020/1/23","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","300","3,840.0","175","17","99","源徴なし","-50,176","2020/1/17","3,675.0","350","35","0","0","0","0","99","0","0"
"2020/1/23","2020/1/27","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","200","3,755.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/27","2020/1/29","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","200","3,820.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/27","2020/1/29","6072","地盤ネットＨＯＬＤ","東証","特定","信用新規","買建","制度","6ヶ月","500","272.0","135","13","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/28","2020/1/30","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","300","3,730.0","350","45","2,303","源徴なし","-32,988","2019/12/27","3,830.0","263","27","2,203","0","0","0","0","100","0"
"2020/1/28","2020/1/30","6072","地盤ネットＨＯＬＤ","東証","特定","信用新規","買建","制度","6ヶ月","1,000","279.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/29","2020/1/31","3436","ＳＵＭＣＯ","東証","特定","信用新規","売建","制度","6ヶ月","200","1,788.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/29","2020/1/31","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","300","3,665.0","350","35","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/30","2020/2/3","6072","地盤ネットＨＯＬＤ","東証","特定","信用返済","売埋","制度","6ヶ月","500","259.0","60","6","62","源徴なし","-6,776","2020/1/27","272.0","135","13","62","0","0","0","0","0","0"
"2020/1/30","2020/2/3","6072","地盤ネットＨＯＬＤ","東証","特定","信用返済","売埋","制度","6ヶ月","1,000","259.0","120","12","107","源徴なし","-20,437","2020/1/28","279.0","180","18","107","0","0","0","0","0","0"
"2020/1/31","2020/2/4","3436","ＳＵＭＣＯ","東証","特定","信用新規","売建","制度","6ヶ月","100","1,740.0","135","13","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/1/31","2020/2/4","4751","サイバーエージェント","東証","特定","信用返済","買埋","制度","6ヶ月","200","4,415.0","350","35","223","源徴なし","-132,993","2020/1/23","3,755.0","350","35","0","0","20","0","203","0","0"
"2020/2/4","2020/2/6","3436","ＳＵＭＣＯ","東証","特定","信用返済","買埋","制度","6ヶ月","100","1,691.0","118","13","15","源徴なし","4,606","2020/1/31","1,740.0","135","13","0","0","0","0","15","0","0"
"2020/2/4","2020/2/6","3436","ＳＵＭＣＯ","Chi-X","特定","信用返済","買埋","制度","6ヶ月","100","1,691.0","116","11","37","源徴なし","9,437","2020/1/29","1,788.0","90","9","0","0","0","0","37","0","0"
"2020/2/4","2020/2/6","3436","ＳＵＭＣＯ","Chi-X","特定","信用返済","買埋","制度","6ヶ月","100","1,690.8","116","11","37","源徴なし","9,457","2020/1/29","1,788.0","90","9","0","0","0","0","37","0","0"
"2020/2/4","2020/2/6","4751","サイバーエージェント","東証","特定","信用新規","買建","制度","6ヶ月","100","4,455.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/2/5","2020/2/7","4751","サイバーエージェント","東証","特定","信用返済","売埋","制度","6ヶ月","100","4,415.0","180","18","716","源徴なし","45,888","2020/1/9","3,945.0","180","18","756","0","0","40","0","0","0"
"2020/2/6","2020/2/10","3436","ＳＵＭＣＯ","東証","特定","信用新規","買建","制度","6ヶ月","100","1,767.0","135","13","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/2/6","2020/2/10","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","4,400.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/2/12","2020/2/14","3436","ＳＵＭＣＯ","東証","特定","信用新規","買建","制度","6ヶ月","100","1,770.0","135","13","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/2/12","2020/2/14","4751","サイバーエージェント","東証","特定","信用新規","売建","制度","6ヶ月","100","4,365.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
"2020/2/13","2020/2/17","3436","ＳＵＭＣＯ","東証","特定","信用新規","買建","制度","6ヶ月","200","1,793.0","180","18","0","-","-","-","0.0","0","0","0","0","0","0","0","0","0"
